question_id,scene_id,image_path,question_type,question,choice_a,choice_b,choice_c,choice_d,answer_label,difficulty,visibility,layout_family,ood_axis,trace_dominant_particle_family,trace_hotspot_quadrant,trace_fiber_tint,trace_bead_count,trace_bead_count_bin,trace_clogging_state,trace_qc_action,trace_density_index
mpq_e416fc9e8ae60b,mem_scene_00017,images/mem_scene_00017.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,overloaded,hotspot_upper_left,standard,fragments,upper_left,red,6,0-12,light edge clogging,dilute and refilter,110
mpq_78eb4103355fbe,mem_scene_00017,images/mem_scene_00017.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,overloaded,hotspot_upper_left,standard,fragments,upper_left,red,6,0-12,light edge clogging,dilute and refilter,110
mpq_83e53b44a30299,mem_scene_00017,images/mem_scene_00017.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,overloaded,hotspot_upper_left,standard,fragments,upper_left,red,6,0-12,light edge clogging,dilute and refilter,110
mpq_18c40792b8b963,mem_scene_00017,images/mem_scene_00017.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,overloaded,hotspot_upper_left,standard,fragments,upper_left,red,6,0-12,light edge clogging,dilute and refilter,110
mpq_b4aa8c733a626b,mem_scene_00018,images/mem_scene_00018.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,easy,overloaded,hotspot_upper_left,standard,beads,upper_left,red,7,0-12,light edge clogging,dilute and refilter,93
mpq_1c3a51bfa88dcc,mem_scene_00018,images/mem_scene_00018.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,easy,overloaded,hotspot_upper_left,standard,beads,upper_left,red,7,0-12,light edge clogging,dilute and refilter,93
mpq_6f8d6f4f8b5905,mem_scene_00018,images/mem_scene_00018.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,easy,overloaded,hotspot_upper_left,standard,beads,upper_left,red,7,0-12,light edge clogging,dilute and refilter,93
mpq_266788cf98fb9b,mem_scene_00018,images/mem_scene_00018.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,overloaded,hotspot_upper_left,standard,beads,upper_left,red,7,0-12,light edge clogging,dilute and refilter,93
mpq_c0751c5617d039,mem_scene_00018,images/mem_scene_00018.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,easy,overloaded,hotspot_upper_left,standard,beads,upper_left,red,7,0-12,light edge clogging,dilute and refilter,93
mpq_9ab6d2f7ce30d3,mem_scene_00018,images/mem_scene_00018.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,easy,overloaded,hotspot_upper_left,standard,beads,upper_left,red,7,0-12,light edge clogging,dilute and refilter,93
mpq_56f58f119306c0,mem_scene_00019,images/mem_scene_00019.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,medium,overloaded,hotspot_upper_left,standard,films,upper_left,red,4,0-12,central mat clogging,dilute and refilter,108
mpq_92a0452aa57135,mem_scene_00019,images/mem_scene_00019.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,A,medium,overloaded,hotspot_upper_left,standard,films,upper_left,red,4,0-12,central mat clogging,dilute and refilter,108
mpq_bd2e8c8101b42c,mem_scene_00019,images/mem_scene_00019.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,overloaded,hotspot_upper_left,standard,films,upper_left,red,4,0-12,central mat clogging,dilute and refilter,108
mpq_9ab93a1c4b593c,mem_scene_00019,images/mem_scene_00019.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,overloaded,hotspot_upper_left,standard,films,upper_left,red,4,0-12,central mat clogging,dilute and refilter,108
mpq_917260601172a1,mem_scene_00019,images/mem_scene_00019.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,overloaded,hotspot_upper_left,standard,films,upper_left,red,4,0-12,central mat clogging,dilute and refilter,108
mpq_ce5fc2a112c663,mem_scene_00019,images/mem_scene_00019.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,overloaded,hotspot_upper_left,standard,films,upper_left,red,4,0-12,central mat clogging,dilute and refilter,108
mpq_1da9c2083d6422,mem_scene_00020,images/mem_scene_00020.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,medium,clear,hotspot_upper_right,standard,fibers,upper_right,red,7,0-12,central mat clogging,dilute and refilter,77
mpq_904f17f102ee7e,mem_scene_00020,images/mem_scene_00020.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,clear,hotspot_upper_right,standard,fibers,upper_right,red,7,0-12,central mat clogging,dilute and refilter,77
mpq_159abec7732217,mem_scene_00020,images/mem_scene_00020.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,clear,hotspot_upper_right,standard,fibers,upper_right,red,7,0-12,central mat clogging,dilute and refilter,77
mpq_9c3edeb3ab0457,mem_scene_00020,images/mem_scene_00020.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,clear,hotspot_upper_right,standard,fibers,upper_right,red,7,0-12,central mat clogging,dilute and refilter,77
mpq_499de83c9dc073,mem_scene_00020,images/mem_scene_00020.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,clear,hotspot_upper_right,standard,fibers,upper_right,red,7,0-12,central mat clogging,dilute and refilter,77
mpq_025420a35626b1,mem_scene_00020,images/mem_scene_00020.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,clear,hotspot_upper_right,standard,fibers,upper_right,red,7,0-12,central mat clogging,dilute and refilter,77
mpq_e32c36aa108e33,mem_scene_00021,images/mem_scene_00021.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,medium,biofilm,hotspot_upper_right,edge_shadow,fragments,upper_right,red,6,0-12,light edge clogging,manual review,89
mpq_7ab140c532f833,mem_scene_00021,images/mem_scene_00021.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,biofilm,hotspot_upper_right,edge_shadow,fragments,upper_right,red,6,0-12,light edge clogging,manual review,89
mpq_50d00ae21d8e20,mem_scene_00021,images/mem_scene_00021.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,biofilm,hotspot_upper_right,edge_shadow,fragments,upper_right,red,6,0-12,light edge clogging,manual review,89
mpq_638a980a5c30d9,mem_scene_00021,images/mem_scene_00021.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,biofilm,hotspot_upper_right,edge_shadow,fragments,upper_right,red,6,0-12,light edge clogging,manual review,89
mpq_f4c86ad8e53801,mem_scene_00021,images/mem_scene_00021.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,B,medium,biofilm,hotspot_upper_right,edge_shadow,fragments,upper_right,red,6,0-12,light edge clogging,manual review,89
mpq_b43c9688b41fa9,mem_scene_00021,images/mem_scene_00021.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,D,medium,biofilm,hotspot_upper_right,edge_shadow,fragments,upper_right,red,6,0-12,light edge clogging,manual review,89
mpq_0a7b463ce382a0,mem_scene_00022,images/mem_scene_00022.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,C,medium,biofilm,hotspot_upper_right,bubble_ring,beads,upper_right,red,4,0-12,central mat clogging,dilute and refilter,80
mpq_886eb439bedfaf,mem_scene_00022,images/mem_scene_00022.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,medium,biofilm,hotspot_upper_right,bubble_ring,beads,upper_right,red,4,0-12,central mat clogging,dilute and refilter,80
mpq_96d20a838712e4,mem_scene_00022,images/mem_scene_00022.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,biofilm,hotspot_upper_right,bubble_ring,beads,upper_right,red,4,0-12,central mat clogging,dilute and refilter,80
mpq_0d3089ad34ad8d,mem_scene_00022,images/mem_scene_00022.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,medium,biofilm,hotspot_upper_right,bubble_ring,beads,upper_right,red,4,0-12,central mat clogging,dilute and refilter,80
mpq_49724add2903ea,mem_scene_00022,images/mem_scene_00022.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,medium,biofilm,hotspot_upper_right,bubble_ring,beads,upper_right,red,4,0-12,central mat clogging,dilute and refilter,80
mpq_046af624d808d1,mem_scene_00022,images/mem_scene_00022.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,medium,biofilm,hotspot_upper_right,bubble_ring,beads,upper_right,red,4,0-12,central mat clogging,dilute and refilter,80
mpq_236dfbd8e478ad,mem_scene_00023,images/mem_scene_00023.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,D,easy,biofilm,hotspot_upper_right,edge_shadow,films,upper_right,red,7,0-12,central mat clogging,dilute and refilter,90
mpq_2737257f3d4fe7,mem_scene_00023,images/mem_scene_00023.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,B,easy,biofilm,hotspot_upper_right,edge_shadow,films,upper_right,red,7,0-12,central mat clogging,dilute and refilter,90
mpq_22da16cf16ab98,mem_scene_00023,images/mem_scene_00023.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,easy,biofilm,hotspot_upper_right,edge_shadow,films,upper_right,red,7,0-12,central mat clogging,dilute and refilter,90
mpq_64705b64e8bde2,mem_scene_00023,images/mem_scene_00023.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,easy,biofilm,hotspot_upper_right,edge_shadow,films,upper_right,red,7,0-12,central mat clogging,dilute and refilter,90
mpq_99fef67e6672f7,mem_scene_00023,images/mem_scene_00023.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,easy,biofilm,hotspot_upper_right,edge_shadow,films,upper_right,red,7,0-12,central mat clogging,dilute and refilter,90
mpq_7b4434ce374482,mem_scene_00023,images/mem_scene_00023.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,easy,biofilm,hotspot_upper_right,edge_shadow,films,upper_right,red,7,0-12,central mat clogging,dilute and refilter,90
mpq_d67465fe5e06ea,mem_scene_00024,images/mem_scene_00024.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,A,hard,biofilm,hotspot_lower_left,standard,fibers,lower_left,red,5,0-12,central mat clogging,dilute and refilter,75
mpq_edbcd7e5412d26,mem_scene_00024,images/mem_scene_00024.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,hard,biofilm,hotspot_lower_left,standard,fibers,lower_left,red,5,0-12,central mat clogging,dilute and refilter,75
mpq_ce5f8f4d5afa6e,mem_scene_00024,images/mem_scene_00024.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,hard,biofilm,hotspot_lower_left,standard,fibers,lower_left,red,5,0-12,central mat clogging,dilute and refilter,75
mpq_9d7d86ec6e151f,mem_scene_00024,images/mem_scene_00024.png,bead_count,How many round bead-like microplastic particles are visible?,0-12,13-18,19-24,25 or more,A,hard,biofilm,hotspot_lower_left,standard,fibers,lower_left,red,5,0-12,central mat clogging,dilute and refilter,75
mpq_03277fce5d2e5a,mem_scene_00024,images/mem_scene_00024.png,clogging_state,Which membrane clogging pattern best describes this field?,open pores,light edge clogging,central mat clogging,patchy multi-zone clogging,C,hard,biofilm,hotspot_lower_left,standard,fibers,lower_left,red,5,0-12,central mat clogging,dilute and refilter,75
mpq_dc9aa12594af3f,mem_scene_00024,images/mem_scene_00024.png,qc_action,What is the best next triage action for this field of view?,count now,reimage focus,dilute and refilter,manual review,C,hard,biofilm,hotspot_lower_left,standard,fibers,lower_left,red,5,0-12,central mat clogging,dilute and refilter,75
mpq_361710b35785b3,mem_scene_00025,images/mem_scene_00025.png,dominant_particle_family,Which suspicious particle family is most common in this membrane field?,fibers,fragments,beads,films,B,medium,biofilm,hotspot_lower_left,bubble_ring,fragments,lower_left,red,4,0-12,central mat clogging,dilute and refilter,87
mpq_1858e20ea48b1b,mem_scene_00025,images/mem_scene_00025.png,hotspot_quadrant,Which quadrant contains the densest suspicious-particle hotspot?,upper left,upper right,lower left,lower right,C,medium,biofilm,hotspot_lower_left,bubble_ring,fragments,lower_left,red,4,0-12,central mat clogging,dilute and refilter,87
mpq_46088d239e3771,mem_scene_00025,images/mem_scene_00025.png,fiber_tint,What tint is most common among the visible fibers?,blue,red,black,clear or pale,B,medium,biofilm,hotspot_lower_left,bubble_ring,fragments,lower_left,red,4,0-12,central mat clogging,dilute and refilter,87
